"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"18",="5871","中租-KY","230","2020","3,641","328","3,757","0","4,239","4,380","69.4","440","0.98","959","5,933","3,761","1,047","63.3","4,933","1,000","62.36","60"
"19",="5880","合庫金","25.35","2020","3,551","509","373","","","","13,645","335","38.9","33.8","41,470","","","15.4","39,094","2,377","17.33","62"
"20",="3045","台灣大","99","2020","3,484","108","91.7","57.7","248","321","68.8","425","858","37.2","1,846","585","439","21.6","1,126","720","23.23","51"
"21",="2603","長榮","162","2020","3,429","441","229","29.3","768","858","371","1186","15.5","142","3,342","725","998","37.4","2,327","1,015","19.25","57"
"22",="2892","第一金","25.8","2020","3,412","486","379","","","","10,037","266","6.84","61.8","31,759","","","57.5","29,562","2,197","17.23","57"
"23",="2884","玉山金","23.7","2020","3,383","546","1,167","","","","10,065","333","61.7","78.5","29,717","","","43.3","27,901","1,816","14.44","67"
"24",="2207","和泰車","595","2020","3,250","185","1,521","119","1,765","2,008","295","487","12.1","53.8","2,905","1,850","31.4","69.7","2,066","839","119.88","43"
"25",="2382","廣達","83.2","2020","3,214","2,074","2,013","1,492","4,406","6,046","25.4","476","8.29","17.7","6,639","4,775","319","9.32","5,136","1,503","37.45","38"
"26",="3008","大立光","2250","2020","3,003","896","115","40.3","1,143","1,194","2.73","338","1.13","170","1,713","302","","1.13","305","1,408","1049.66","85"
"27",="2880","華南金","21.65","2020","2,954","376","515","","","","9,541","318","9.33","56.1","31,011","","","58.8","29,117","1,894","14.73","52"
"28",="2395","研華","363","2020","2,816","75","88.4","78.1","220","303","53","99.2","31.5","2.28","502","121","","5.35","152","350","44.56","62"
"29",="2912","統一超","268","2020","2,786","466","81.7","166","568","781","128","281","99.6","35.7","2,095","827","15.9","96.3","1,645","450","34.65","60"
"30",="0050","元大台灣50","118.95","2020","2,741","","","","","","","","","","","","","","","","",""
"31",="2885","元大金","21.85","2020","2,732","775","2,425","","","","14,470","239","315","618","27,577","","","464","24,841","2,736","20.87","57"
"32",="3034","聯詠","434.5","2020","2,644","229","137","81.6","366","450","30.6","65.8","25.5","1.58","581","175","","1.68","182","399","65.64","66"
"33",="1101","台泥","36.4","2020","2,605","514","404","79.4","1,135","1,243","1,040","921","196","361","3,895","721","789","59.4","1,707","2,188","34.41","62"
"34",="4904","遠傳","70.8","2020","2,307","57.1","81","31.2","202","252","33.3","382","894","46.6","1,734","221","737","7.87","1,052","682","20.66","55"
"35",="2609","陽明","65.4","2020","2,284","245","112","21.9","425","463","154","737","0.88","5.56","1,950","597","864","38","1,586","363","11.26","55"
"36",="1590","亞德客-KY","1120","2020","2,240","43.6","70.8","36.3","128","166","","222","0.6","8.97","414","147","35.7","","189","225","118.94","73"
"37",="6488","環球晶","502","2020","2,185","224","80.4","72.1","361","496","14.2","371","28","10.5","949","293","131","33.3","507","442","101.45","70"
"38",="5876","上海商銀","44.7","2020","2,173","806","185","","","","6,387","206","16.6","47.3","21,137","","","30.7","19,086","2,051","34.7","71"
"39",="2327","國巨","496","2020","2,089","229","147","145","540","699","93.5","415","590","6.49","1,854","674","386","60.7","1,169","684","140.6","62"
"40",="2883","開發金","12.2","2020","2,055","1,212","1,385","","","","25,576","353","195","943","34,346","","","594","31,020","3,326","13.66","52"
"41",="3037","欣興","134","2020","2,042","242","186","89.3","428","537","84.3","580","3.68","6.79","1,247","424","234","56","716","531","33","49"
"42",="2379","瑞昱","397.5","2020","2,039","73","140","86.2","577","668","29","44.5","20.7","0.49","781","461","0","1","486","295","57.69","62"
"43",="2357","華碩","271","2020","2,013","568","766","973","1,548","2,606","988","210","21.8","13.7","3,965","1,662","0","6.97","1,819","2,146","271.64","43"
"44",="8069","元太","175.5","2020","2,001","130","15.3","20.4","196","219","92.1","40.8","76.6","1.59","458","116","4.14","10.7","148","310","26.89","68"
"45",="2890","永豐金","16.25","2020","1,973","308","906","","","","6,957","132","21.9","200","21,433","","","127","19,875","1,559","13.83","62"
"46",="1605","華新","52.8","2020","1,970","119","115","211","293","562","552","343","1.75","15.9","1,516","315","314","9.29","643","873","26.18","40"
"47",="0056","元大高股息","27.76","2020","1,944","","","","","","","","","","","","","","","","",""
"48",="2615","萬海","69","2020","1,936","158","50.7","18.9","272","313","94.4","542","0.82","58.5","1,086","247","312","14.2","644","442","19.79","60"
"49",="2887","台新金","16","2020","1,916","245","1,639","","","","6,430","192","32.7","83.5","21,961","","","68.4","20,099","1,861","15.88","62"
"50",="6415","矽力*-KY","499","2020","1,903","92.5","10.9","23.1","106","130","27.5","11.9","26.6","0.95","199","14.2","0.33","0.1","15.2","184","194.09","83"
"51",="2408","南亞科","59.3","2020","1,837","517","93.7","141","611","767","51.6","797","12.6","5.96","1,656","87.8","","14.2","118","1,538","50.02","70"
"52",="4938","和碩","67.9","2020","1,811","1,260","2,260","1,651","3,659","5,821","20","834","3.87","63.3","6,843","4,443","358","10.8","4,854","1,989","61.06","36"
"53",="2801","彰銀","16.95","2020","1,796","265","215","","","","5,222","209","6.88","27.5","23,134","","","24.9","21,484","1,651","15.89","57"
"54",="00878","國泰永續高股息","16.92","2020","1,791","","","","","","","","","","","","","","","","",""
"55",="8454","富邦媒","805","2020","1,759","50.5","10.5","33.9","61.2","99.3","12.6","48.7","0.94","3.35","178","96.5","","3.01","109","69.5","49.51","53"
"56",="8046","南電","261","2020","1,686","55.7","123","49.9","179","233","4.87","197","","0.05","446","82.5","4.69","20.8","122","324","50.08","51"
"57",="2301","光寶科","70.5","2020","1,666","715","388","247","1,138","1,406","59.8","184","48.4","4.29","1,761","996","","0.93","1,019","741","31.67","47"
"58",="1402","遠東新","31","2020","1,659","352","306","219","800","1,112","2,153","1627","936","95.1","6,170","1,070","2,120","18.3","3,475","2,694","38.12","40"
"59",="6669","緯穎","948","2020","1,657","232","87.6","198","319","528","0","9.52","0.65","1.44","547","248","49.9","0.09","302","245","140.21","49"
"60",="2633","台灣高鐵","29.4","2020","1,655","6.52","2.18","20.7","161","386","","1.1","3,784","20.8","4,276","70.7","2,761","638","3,575","701","12.45","45"
"61",="2345","智邦","294.5","2020","1,649","48.9","91.9","81.8","199","284","1.5","15","0.76","1.35","311","148","11.6","0.78","166","145","25.99","55"
"62",="9910","豐泰","180","2020","1,587","47.2","77.9","79.7","125","218","8.46","178","3.78","4.66","438","162","9.08","34","244","194","19.67","55"
"63",="5347","世界","95.9","2020","1,572","94.2","59.7","30.7","190","222","46.4","135","2.71","3.07","437","114","0","9.06","141","296","18.03","68"
"64",="3443","創意","1130","2020","1,514","39","11.7","16.7","58","82.2","","7.78","4.44","0.47","97.5","48.9","","1.14","52.6","44.9","33.48","50"
"65",="1102","亞泥","42.65","2020","1,512","259","171","66","788","870","1,326","528","72.5","117","2,971","640","497","12.4","1,272","1,699","43.96","57"
"66",="3529","力旺","1980","2020","1,508","17.5","1.18","","18.7","19","0.27","4.67","0.77","0","24.8","4.48","","0.22","4.72","20.1","26.8","98"
"67",="6409","旭隼","1615","2020","1,417","48.9","24.5","12.9","73.3","88","","24.3","0.26","0.51","119","63.2","","0.01","65.8","53.4","61.06","57"
"68",="3481","群創","14.55","2020","1,390","265","551","309","1,250","1,592","101","1789","175","12.1","3,796","1,092","258","5.6","1,420","2,376","23.88","45"
"69",="2409","友達","18","2020","1,386","903","468","268","1,378","1,683","216","1855","128","17.8","4,073","983","998","13.2","2,135","1,938","19.24","45"
"70",="2618","長榮航","26.1","2020","1,380","409","66.8","32.6","508","559","51.9","1332","17","170","3,296","454","1,754","260","2,529","767","14.59","32"
"71",="6770","力積電","34.6","2020","1,366","64.2","64.8","78.2","129","217","","472","2.57","15","789","176","167","26.4","457","332","10.7","45"
"72",="6446","藥華藥","451","2020","1,365","32","4.53","3.95","36.7","41.5","0.95","4.08","2.21","1.76","55.3","10.9","0.99","0.25","16.1","39.2","15.05","45"
"73",="2474","可成","187.5","2020","1,340","1,119","176","60","1,952","2,019","258","226","0.38","0.78","2,559","915","","0.28","978","1,581","207.42","66"
"74",="2888","新光金","8.02","2020","1,242","1,271","896","","","","31,966","330","31","302","43,571","","","275","41,155","2,416","18.12","48"
"75",="1476","儒鴻","448.5","2020","1,231","40.2","51.3","52","91.5","149","0.02","104","0.23","9.93","264","66.3","5.8","0.03","72.8","192","69.86","66"
"76",="2377","微星","145","2020","1,225","186","222","275","420","714","5.59","51.3","","0.75","784","422","0","4.33","429","355","42.07","47"
"77",="9945","潤泰新","36.25","2020","1,146","47.1","12.5","290","84","392","1,386","48.3","2.54","6.22","1,864","248","281","19.2","674","1,190","76.18","53"
"78",="2610","華航","19","2020","1,139","271","105","87.9","521","619","45.2","1415","10.8","93.5","2,842","626","1,218","103","2,235","607","10.62","34"
"79",="2105","正新","33.95","2020","1,100","191","141","183","332","529","7.62","895","","9.13","1,513","344","314","27.6","703","810","24.82","47"
"80",="2324","仁寶","24.2","2020","1,067","891","2,338","962","3,252","4,245","130","221","15.1","8.94","4,669","3,355","114","11.3","3,509","1,160","24.52","36"
"81",="4958","臻鼎-KY","109","2020","1,032","442","347","130","815","993","11.8","682","21.7","3.87","1,811","634","105","5.92","771","1,040","82.99","55"
"82",="5274","信驊","2720","2020","1,029","15.5","5.15","1.66","24.2","26.8","0","1.44","7.48","0.13","37.1","5.9","","0","7.07","30","87.52","91"
"83",="2834","臺企銀","12.8","2020","1,028","308","434","","","","3,671","145","3.75","82.4","17,916","","","45.8","16,930","987","13.17","52"
"84",="2347","聯強","61.5","2020","1,026","152","708","309","861","1,216","241","96","6.38","16.7","1,597","1,017","0","5.76","1,028","569","32.72","34"
"85",="3231","緯創","34.95","2020","1,014","662","1,275","951","2,078","3,620","129","366","11","45.8","4,288","3,137","253","17.9","3,449","839","25.73","38"
"86",="2356","英業達","28.15","2020","1,010","330","927","414","1,278","1,735","47.8","280","8.76","36.3","2,142","1,405","89.9","59.9","1,563","579","16.16","40"
"87",="4743","合一","254","2020","994","2.18","4.44","0.5","87.6","89.4","27.3","7.27","25.6","0.7","154","1.54","11.6","0","16.2","138","36.4","49"
"88",="2344","華邦電","23.9","2020","951","117","118","141","324","475","109","615","8.91","11.1","1,260","255","205","30.3","555","706","16.44","47"
"89",="8464","億豐","317","2020","929","108","29.1","37.5","137","181","0.18","70.3","1.04","8.11","279","103","","0.58","122","157","52.35","72"
"90",="2027","大成鋼","45.45","2020","922","73","62.3","493","160","667","13.6","142","59.4","1.35","981","229","295","2.19","612","370","18.01","30"
"91",="9904","寶成","30.9","2020","911","321","372","489","973","1,555","1,063","700","98.3","39.7","3,689","854","670","42.6","1,677","2,012","45.51","40"
"92",="4966","譜瑞-KY","1120","2020","909","85.2","15.8","16.2","101","122","","3.67","32.1","3.53","166","37.1","","","38.8","127","157.32","82"
"93",="5483","中美晶","154","2020","903","238","84.1","79.3","382","527","77.6","425","28","11","1,100","326","152","35.3","603","497","48.04","70"
"94",="2049","上銀","252.5","2020","893","26","63.4","62","89.5","156","11.7","279","2.56","20.5","480","125","68.9","3.06","206","274","83.3","45"
"95",="5269","祥碩","1265","2020","877","26.2","4.64","10.5","32.9","46.7","106","2.51","0.9","0.11","157","15.6","","0.01","15.9","141","203.71","89"
"96",="3661","世芯-KY","1205","2020","858","45.9","6.18","9.48","56.7","76.9","3.2","8.15","1.24","0.16","91.1","51.3","","0.21","52.2","38.9","62.68","64"
"97",="3533","嘉澤","808","2020","858","29.5","72.5","25.6","103","131","3.88","45","1.56","6.62","193","45.8","0.19","0.02","48","145","130.45","68"
"98",="9941","裕融","172.5","2020","858","77.6","1,649","5.76","1,735","1,790","3.38","193","3.44","14.9","2,026","1,763","26.6","1.09","1,805","221","44.56","47"
"99","00724B","群益10年IG金融債","33.23","2020","831","","","","","","","","","","","","","","","","",""
"100","00772B","中信高評級公司債","35.16","2020","826","","","","","","","","","","","","","","","","",""
"101",="2353","宏碁","27","2020","823","392","557","430","1,014","1,487","78.7","38.7","163","28.1","1,839","1,107","42.2","20.8","1,220","619","20.09","38"
"102",="3702","大聯大","48.1","2020","808","110","1,245","571","1,359","1,980","169","106","56.6","6.78","2,340","1,467","186","8.89","1,680","660","34.84","30"
"103",="1229","聯華","54.4","2020","805","18.1","17.6","12.8","64.3","81","428","44.8","1.02","2.28","560","98.6","13","1.74","115","445","24.95","57"
"104",="3293","鈊象","560","2020","789","19.1","12.6","0.97","73.2","74.9","2.29","11.4","0.51","0.27","90.6","22.7","","1.26","23.9","66.6","94.35","89"
"105","00761B","國泰A級公司債","36.74","2020","784","","","","","","","","","","","","","","","","",""
"106",="2201","裕隆","75.7","2020","757","200","1,668","120","1,957","2,152","419","355","8.04","22.6","3,013","2,010","276","14.7","2,364","649","49.32","36"
"107",="2371","大同","32.35","2020","757","82.8","58.4","136","188","358","389","311","0.47","22.6","1,106","510","236","8.29","867","238","15.03","28"
"108",="2376","技嘉","118.5","2020","753","156","79.5","152","254","416","27.1","40.5","0.32","2.25","494","210","2.1","7.04","220","274","43.1","47"
"109",="1504","東元","35.2","2020","753","204","106","96.3","339","458","293","159","52.7","13.1","1,057","196","93.1","20.3","381","676","31.9","51"
"110","00773B","中信優先金融債","35.2","2020","742","","","","","","","","","","","","","","","","",""
"111",="2354","鴻準","52.2","2020","738","761","321","50","1,082","1,136","467","49.6","14.8","6.48","1,691","580","","0.79","588","1,103","77.99","47"
"112",="3105","穩懋","168","2020","712","83.6","20.4","55","111","175","97.6","234","5.78","21.8","547","67","114","2.36","190","357","80.36","77"
"113",="8299","群聯","358","2020","712","150","63.2","101","271","373","48.1","46.5","3.14","0.63","476","118","1.96","1.09","124","352","178.39","62"
"114",="3023","信邦","301.5","2020","709","44.5","78.3","61.6","125","191","10.1","27","0.71","3.24","237","118","15.7","0.88","139","97.7","39.33","53"
"115",="6789","采鈺","223.5","2020","705","25.4","9.49","0.85","36.3","37.7","","76.2","0.09","0.22","118","22.3","19.7","0.37","44.9","72.8","25.01","89"
"116","00751B","元大AAA至A公司債","34.41","2020","699","","","","","","","","","","","","","","","","",""
"117",="2360","致茂","164","2020","698","29","43.9","30.3","101","135","71.4","31.6","2.84","35.6","281","84.1","24","2.12","117","164","38.29","53"
"118",="2542","興富發","40.4","2020","693","105","17.7","1,326","126","1,626","51.9","11.6","0.26","114","1,808","1,154","289","0.42","1,450","358","25.47","38"
"119",="6550","北極星藥業-KY","93","2020","689","1.51","0.08","","18.6","18.8","0.4","13.2","0.01","0.33","33.6","2.78","1.26","0.34","4.81","28.8","4.41","39"
"120",="2385","群光","90.7","2020","682","37.5","240","157","338","514","67.6","143","1.01","18.3","754","416","","2.94","428","327","39.55","38"
"121",="2812","台中銀","13.55","2020","680","117","135","","","","1,975","123","2.13","24.4","7,368","","","9.75","6,794","573","13.81","62"
"122",="6781","AES-KY","792","2020","677","16.9","17","20.8","36.1","58.3","0","6.75","0.27","0.54","66.9","29.3","","0","30.6","36.3","56.87","57"
"123",="6239","力成","88.9","2020","675","210","152","49.7","390","446","9.28","601","10","0.98","1,087","169","314","5.63","503","584","59.49","57"
"124","00746B","富邦A級公司債","36.21","2020","674","","","","","","","","","","","","","","","","",""
"125",="9921","巨大","169.5","2020","665","93.7","122","182","260","454","4.38","120","4.54","10.9","625","280","42.4","12.5","355","270","67.12","47"
"126","00725B","國泰投資級公司債","35.87","2020","658","","","","","","","","","","","","","","","","",""
"127",="1795","美時","247.5","2020","650","14.9","26.8","22.1","42.9","67.8","4.13","21.9","97.3","1.61","198","48.8","50.6","8.16","110","87.5","35.64","51"
"128",="3532","台勝科","165","2020","640","78.6","20.2","29.7","102","133","0","95.5","0.07","0.13","231","22.7","","4.46","27.6","203","52.46","64"
"129","00679B","元大美債20年","32.18","2020","639","","","","","","","","","","","","","","","","",""
"130",="2915","潤泰全","57.9","2020","639","192","1.93","24.2","194","218","1,289","17","3.99","0.67","1,537","85.8","263","7.84","381","1,156","196.76","60"
"131",="2337","旺宏","33.9","2020","629","119","52.2","129","171","302","23.4","315","0.57","1.72","659","166","107","14.5","297","362","19.52","60"
"132",="4919","新唐","148","2020","621","58.8","59.6","62.5","119","184","42.7","65.5","8.03","6.52","323","116","27.1","19","208","115","30.65","47"
"133",="6592","和潤企業","118","2020","608","3.9","1,428","0.04","1,431","1,498","1.21","46.6","","33.9","1,590","1,348","0","2.29","1,353","237","41.74","49"
"134",="2449","京元電子","49.3","2020","603","80.1","60.9","9.81","143","158","45.2","391","0.86","1.97","613","82.2","220","5.69","320","293","23.98","57"
"135",="5904","寶雅","585","2020","598","17.2","9.8","40.8","27","68.3","","33.8","","4.19","232","60.3","12.1","0.2","183","48.3","49.42","57"
"136",="2352","佳世達","30.35","2020","597","225","375","351","605","1,023","214","302","91.2","13.2","1,708","828","224","26.5","1,118","590","18.32","38"
"137",="1802","台玻","20.45","2020","595","67.1","161","81.6","251","355","48.7","461","0.37","3.43","899","301","109","15.6","431","468","15.06","45"
"138",="3036","文曄","66.4","2020","587","36.3","619","443","659","1,111","152","10","19.1","2.43","1,310","826","11.8","1.67","849","461","49.92","23"
"139",="2227","裕日車","192.5","2020","578","69.7","5.68","","81.6","83","161","19.3","0.4","6.23","278","24.8","","1.37","60.9","217","72.25","64"
"140",="3044","健鼎","108.5","2020","570","260","175","74.3","439","528","0","175","0.39","17.5","752","360","","1.33","392","361","68.59","55"
"141",="2383","台光電","170.5","2020","568","57.3","99.8","37","157","196","0.26","65.3","6.72","5.96","279","96.1","5.64","0.12","111","168","50.28","60"
"142",="2838","聯邦銀","15.4","2020","553","89.6","249","","","","2,543","79.3","21.7","95.4","7,576","","","35.9","6,974","602","18.28","52"
"143",="1722","台肥","55.9","2020","548","30.6","7.91","28.2","52.7","95.3","501","148","1.23","3.37","763","22.3","","151","250","513","52.36","49"
"144",="6121","新普","295","2020","546","143","173","162","373","541","10.7","78.4","0.97","13.9","649","355","","0.08","374","275","143.67","47"
"145",="3653","健策","404","2020","543","30.9","18.3","16.6","49.5","66.7","0.03","40.8","0.17","3.81","114","15.5","22.3","0.59","40.6","73.5","52.28","62"
"146",="1477","聚陽","221","2020","535","23.7","24.7","40.3","50","127","2.04","50.8","0.36","2.13","186","80.3","0","3.73","84.7","102","45.87","55"
"147",="3189","景碩","116","2020","525","117","45.5","28.9","183","217","3.5","181","0.32","23.2","428","107","26.4","1.3","136","292","56.94","49"
"148","00720B","元大投資級公司債","34.26","2020","518","","","","","","","","","","","","","","","","",""
"149",="6147","頎邦","70","2020","517","41.4","47.2","13.2","89.2","103","104","166","51.2","0.63","433","68","32","0.88","112","320","47.71","57"
"150",="2313","華通","43.3","2020","516","99.6","148","78.7","249","355","0.39","289","1.09","5.73","664","191","142","9.38","372","291","24.46","47"
"151",="2498","宏達電","62.2","2020","513","164","5.54","15.3","172","287","46.3","76.7","1.02","5.18","451","148","0","1.7","151","300","36.51","43"
"152",="2637","慧洋-KY","67.7","2020","505","5.87","2.41","2.96","8.75","34.9","3.14","734","","16.3","824","91.7","382","54.2","559","265","35.5","40"
"153",="5903","全家","224.5","2020","501","93","23.5","54.3","131","190","21.5","128","7.83","17.9","615","304","2.27","30.2","545","69.9","29.59","57"
"154","2882A","國泰特","59.3","","494","","","","","","","","","","","","","","","","",""
"155",="00881","國泰台灣5G+","14.97","","494","","","","","","","","","","","","","","","","",""
"156",="6531","愛普*","303.5","2020","491","6.63","10","6.25","26.6","33.1","1.54","0.08","0.35","3.52","39.8","8.55","","0","8.8","31","41.94","66"
"157",="6176","瑞儀","105","2020","488","217","149","34.4","367","480","0.66","25.8","0.17","43.3","559","257","","1.31","265","294","63.14","49"
"158",="3035","智原","194.5","2020","483","30.5","8.05","5.01","40.1","47","22.6","5.39","2.59","1.53","82","16.1","","0.27","18.6","63.4","25.32","60"
"159","00632R","元大台灣50反1","5.37","","482","","","","","","","","","","","","","","","","",""
"160",="2606","裕民","56.2","2020","475","134","5.3","3.99","227","233","64.2","291","0.47","17.9","606","184","186","2.56","375","232","27.42","49"
"161",="9914","美利達","157.5","2020","471","39.3","19.4","49.9","74.4","126","139","26.9","0.56","0.56","297","82.5","9.94","1.38","129","168","53.63","53"
"162",="006208","富邦台50","68.55","2020","470","","","","","","","","","","","","","","","","",""
"163",="1434","福懋","27.5","2020","463","30.8","35.4","68.5","80.6","156","503","123","","1.78","795","76.7","89","3.3","180","615","36.54","43"
"164",="9917","中保科","102","2020","460","55.1","13.1","4.77","75.8","88.9","38.6","70.7","3.84","17.1","232","67.2","19.2","23.1","115","117","25.49","64"
"165",="2006","東和鋼鐵","63","2020","460","19.3","32.8","122","81.6","212","37.8","184","1.63","3.27","444","138","18.6","5.75","167","277","25.98","49"
"166",="2845","遠東銀","11.25","2020","458","64.1","215","","","","2,280","29.8","16.5","3.13","6,803","","","6.23","6,315","487","14.14","48"
"167",="5522","遠雄","58.4","2020","456","88.7","8.46","607","99.9","799","98.9","0.57","2.47","5.96","917","472","14.3","3.95","499","417","53.38","40"
"168",="1513","中興電","94.9","2020","452","11.6","25.1","70","55.1","139","23.1","92.3","3.83","5.1","295","102","63.4","1.37","186","109","22.8","49"
"169",="2492","華新科","92.9","2020","451","112","116","59.6","332","397","172","230","5.91","3.2","821","197","150","7.08","364","457","79.5","64"
"170","00778B","凱基金融債20+","34.65","2020","447","","","","","","","","","","","","","","","","",""
"171",="6472","保瑞","582","2020","446","6.7","7.26","10.9","14","26.3","0.6","38.2","0.05","1.17","70","22.9","11.6","0.02","45.4","24.6","45.55","64"
"172",="1210","大成","49.85","2020","446","44.9","63.3","81.5","108","235","51.3","191","1.6","11.5","517","211","12.6","2.34","238","279","25.81","47"
"173",="2388","威盛","89.8","2020","446","43.5","78.2","8.41","124","134","24","20.2","0.58","2.61","184","30.6","29.1","15.6","78.7","106","18.82","64"
"174",="3406","玉晶光","393","2020","443","42.2","32.9","17.2","76.2","96.9","3.78","129","0.7","22.1","262","58.4","24","3.62","104","158","141.37","70"
"175",="2368","金像電","89.5","2020","440","43.8","69.5","30.8","113","147","6","55.9","0.18","0.16","216","91.3","28","3.45","124","92.7","17.13","49"
"176",="1907","永豐餘","26.3","2020","437","62.8","154","90.5","322","471","232","484","4.84","23.5","1,238","342","271","4.05","655","583","27.09","47"
"177",="2404","漢唐","228","2020","435","85","71.5","0.51","184","230","28.1","7.91","0.03","1.31","270","161","","2.65","169","102","52.49","60"
"178",="2015","豐興","73.6","2020","428","21.8","15","33","57.7","97.5","32","94.4","","3.43","230","32.2","","1.56","35.5","195","33.47","60"
"179",="2889","國票金","12.15","2020","419","26.2","309","","","","2,728","74.7","2.32","24.6","3,168","","","23.1","2,740","427","13.25","57"
"180",="1503","士電","80.2","2020","418","30.3","65.4","43.3","124","173","171","67.3","","3.43","421","127","8.5","5.65","164","257","48.32","40"
"181","2882B","國泰金乙特","59.6","","417","","","","","","","","","","","","","","","","",""
"182","00723B","群益15年IG科技債","33.4","2020","414","","","","","","","","","","","","","","","","",""
"183",="3665","貿聯-KY","268","2020","409","53.6","53.3","46.5","107","159","6.06","32.2","17.5","2.4","227","58.8","31.2","0.27","94.4","133","101.38","49"
"184",="3017","奇鋐","115.5","2020","408","111","61.1","115","178","305","4.4","77.7","1.5","6.13","421","229","48.8","7.7","308","113","29.94","47"
"185","2881B","富邦金乙特","60.7","","405","","","","","","","","","","","","","","","","",""
"186",="2923","鼎固-KY","22.8","2020","397","67.8","6.37","390","144","539","603","5.8","","9.03","1,165","79.9","456","4.76","624","542","31.07","40"
"187","00777B","凱基AAA至A公司債","34.77","2020","395","","","","","","","","","","","","","","","","",""
"188",="2014","中鴻","27.15","2020","390","2.87","9.93","42.4","23.4","70.4","87.2","112","","1.02","271","51.7","61","3.49","119","152","10.61","36"
"189",="8415","大國鋼","37.2","2020","384","34","35.3","97.7","86.4","188","26.3","28.2","6.44","1.43","289","89.5","7.45","0.01","127","162","15.8","43"
"190",="6116","彩晶","13","2020","382","41.6","18.8","10.3","226","242","117","135","4.56","16.3","520","69.7","0.1","0.05","75","445","14.67","60"
"191",="2634","漢翔","40.25","2020","379","45.9","89.3","122","145","298","10.3","93","11.6","6.14","440","212","62.6","1.84","301","140","14.83","36"
"192","00726B","國泰5Y+新興債","33.31","2020","376","","","","","","","","","","","","","","","","",""
"193",="6548","長科*","38.7","2020","374","25","21.5","14.4","47.3","74.1","7.32","22.5","6.91","4.81","122","32.2","32.7","0.16","67.4","54.3","15.02","49"
"194",="1314","中石化","9.88","2020","374","74.8","19.8","127","103","271","532","232","1.59","3.4","1,049","87.5","110","57.8","340","709","21.56","34"
"195",="2809","京城銀","33.55","2020","373","39.8","59.3","","","","1,131","33.8","","12.5","3,255","","","2.44","2,789","466","41.66","67"
"196","2881A","富邦特","62.1","","373","","","","","","","","","","","","","","","","",""
