"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"55",="8454","富邦媒","805","2013","1,759","23.2","5.51","2.95","36.3","43.7","4.09","7.17","0.23","2.49","57.9","33.5","","2.55","36.2","21.7","16.86","55"
"56",="8046","南電","261","2013","1,686","36.5","82.9","34.5","188","224","6.89","193","0.53","0.53","435","51.5","11.9","14.5","89.7","345","53.39","38"
"57",="2301","光寶科","70.5","2013","1,666","661","521","272","1,182","1,504","56.9","370","157","13.2","2,124","1,114","186","4.9","1,331","792","31.76","45"
"58",="1402","遠東新","31","2013","1,659","266","321","242","637","977","1,755","1248","538","184","4,730","858","1,097","40.5","2,136","2,594","21.93","45"
"59",="6669","緯穎","948","","1,657","","","","","","","","","","","","","","","","",""
"60",="2633","台灣高鐵","29.4","2013","1,655","16.2","3.59","28.9","26.4","429","","0.91","4,529","13.1","5,006","80.7","3,617","840","4,575","431","4.09","50"
"61",="2345","智邦","294.5","2013","1,649","42.7","32.4","30.4","75.9","116","2.24","13.8","1.07","1.2","135","61.7","2.22","0.53","64.6","70.9","13.4","43"
"62",="9910","豐泰","180","2013","1,587","15.8","31.4","40.4","47.2","94.3","6.75","103","3.54","3.84","215","74.4","0.88","20.5","102","113","17.5","51"
"63",="5347","世界","95.9","2013","1,572","160","31.2","16.7","194","216","3.46","66.4","0.17","2.88","288","37","","6.19","44.2","244","15.3","81"
"64",="3443","創意","1130","2013","1,514","21.4","7.88","6.89","29.2","38.5","","3.32","2.42","0.31","45.3","10.2","","1.13","11.5","33.9","25.28","52"
"65",="1102","亞泥","42.65","2013","1,512","192","199","78.6","557","653","1,145","625","21.8","175","2,624","620","397","19.6","1,096","1,528","26.99","45"
"66",="3529","力旺","1980","2013","1,508","12.1","0.38","","12.5","12.5","0.31","5.07","0.33","0.02","18.3","1.49","","0.16","1.65","16.6","21.94","95"
"67",="6409","旭隼","1615","2013","1,417","18.3","9.86","2.39","31.5","34.4","","1.44","0.06","0.1","36","16.2","","0","16.3","19.8","32.09","61"
"68",="3481","群創","14.55","2013","1,390","441","727","505","1,170","1,717","103","2735","212","134","5,082","3,006","0.22","121","3,136","1,946","21.19","38"
"69",="2409","友達","18","2013","1,386","763","437","376","1,201","1,696","153","2703","157","41.4","4,922","1,810","1,185","60.5","3,139","1,783","17.07","45"
"70",="2618","長榮航","26.1","2013","1,380","249","93","85.9","363","461","39.3","882","24.3","67.4","1,527","387","588","148","1,125","403","11","47"
"71",="6770","力積電","34.6","","1,366","","","","","","","","","","","","","","","","",""
"72",="6446","藥華藥","451","2013","1,365","17.8","0.07","0.49","17.9","18.5","0","2.39","0.42","0.72","22.1","0.77","0","0.01","0.78","21.3","11.34","55"
"73",="2474","可成","187.5","2013","1,340","394","178","38.7","604","653","19.9","349","1.03","16.4","1,054","316","","0.08","317","737","97.92","81"
"74",="2888","新光金","8.02","2013","1,242","436","652","","","","15,762","247","31.7","226","25,352","","","146","24,204","1,148","10.82","48"
"75",="1476","儒鴻","448.5","2013","1,231","12.1","23","32.3","35.1","69.8","0","49.8","0.24","5.11","125","41.7","0","2.59","44.3","81.2","32.31","62"
"76",="2377","微星","145","2013","1,225","103","123","115","227","355","2.22","55.8","","1.89","416","185","0.19","2.18","187","229","27.15","45"
"77",="9945","潤泰新","36.25","2013","1,146","38.2","28","200","66.2","280","532","37.9","1.43","5.93","858","203","143","13.3","364","495","38.95","55"
"78",="2610","華航","19","2013","1,139","190","83.8","67.9","278","371","52.7","1497","4.89","193","2,210","619","806","216","1,681","529","9.78","32"
"79",="2105","正新","33.95","2013","1,100","198","125","165","325","522","5.55","1044","","44.3","1,622","405","368","30.7","828","794","24.31","60"
"80",="2324","仁寶","24.2","2013","1,067","470","1,845","512","2,334","2,874","240","212","12.9","10.4","3,361","2,206","141","7.57","2,361","1,000","22.04","34"
"81",="4958","臻鼎-KY","109","2013","1,032","100","248","48.7","348","404","5.14","278","0.89","25.8","716","312","135","11.2","458","257","34.81","45"
"82",="5274","信驊","2720","2013","1,029","6.23","1.06","0.34","7.28","7.65","","0.15","0.4","0.02","8.24","1.17","","","1.17","7.06","29.6","89"
"83",="2834","臺企銀","12.8","2013","1,028","322","143","","","","2,346","143","1.81","17.5","13,264","","","7.72","12,691","573","11.24","57"
"84",="2347","聯強","61.5","2013","1,026","115","544","326","678","1,021","120","58.5","4.08","35.5","1,245","807","0","2.82","811","433","26.81","34"
"85",="3231","緯創","34.95","2013","1,014","701","861","500","1,570","2,163","80.5","359","16.8","54.2","2,705","1,683","284","28.5","2,043","662","27.83","38"
"86",="2356","英業達","28.15","2013","1,010","569","671","394","1,276","1,688","24.8","340","8.87","79.6","2,142","1,352","142","29","1,524","618","15.29","40"
"87",="4743","合一","254","2013","994","0.78","0.02","0.16","9.75","11.5","8.15","0.9","0.23","0.09","20.9","0.75","","0","1.24","19.7","15.27","64"
"88",="2344","華邦電","23.9","2013","951","76.7","53","69.7","148","224","35.2","248","1.94","6.61","557","125","60.8","12.1","198","359","9.44","49"
"89",="8464","億豐","317","2013","929","18.1","20.1","23.6","38.6","66.1","0.33","35.1","0.49","14.7","118","79.5","18.1","0.31","108","10.3","","57"
"90",="2027","大成鋼","45.45","2013","922","18.3","33","224","52.7","302","3.35","49.1","5.26","8.65","383","96.1","143","1.34","242","141","13.28","32"
"91",="9904","寶成","30.9","2013","911","296","344","411","804","1,312","386","591","121","66","2,481","673","392","22.6","1,105","1,376","20.86","49"
"92",="4966","譜瑞-KY","1120","2013","909","34.6","10.2","2.29","45.1","48.2","","0.91","0.08","0.61","49.8","9.89","","","9.89","39.9","53.45","68"
"93",="5483","中美晶","154","2013","903","36.8","40.6","44.2","77.5","139","38.4","161","6.57","52.1","397","91.1","43.7","39.6","191","206","34.98","36"
"94",="2049","上銀","252.5","2013","893","11.9","48.7","39.6","60.5","104","4.64","139","","27.2","276","98.2","52.1","6.34","158","118","44.25","49"
"95",="5269","祥碩","1265","2013","877","3.38","1.89","1.75","9.53","11.4","","1","0.46","0.06","13.4","2.56","","0.01","2.57","10.9","19.26","57"
"96",="3661","世芯-KY","1205","2013","858","5.57","5.01","0.86","11.1","13.4","","3.28","2.07","0.14","19","2.49","","","2.49","16.6","30.7","55"
"97",="3533","嘉澤","808","2013","858","10.1","33.4","11.6","43.7","76.2","0.62","19.3","0.16","3.28","100","31.9","","0.01","32.7","67.6","71.82","53"
"98",="9941","裕融","172.5","2013","858","12.8","460","11","480","513","2.11","153","0.57","7.72","680","579","9.99","1.4","596","84.2","32.01","47"
"99","00724B","群益10年IG金融債","33.23","","831","","","","","","","","","","","","","","","","",""
"100","00772B","中信高評級公司債","35.16","","826","","","","","","","","","","","","","","","","",""
"101",="2353","宏碁","27","2013","823","430","638","356","1,072","1,471","46.7","61.3","287","19.9","1,905","1,137","167","16","1,342","563","20.66","26"
"102",="3702","大聯大","48.1","2013","808","94.6","738","351","834","1,208","27.2","50.6","58.4","4.01","1,351","911","32.2","4.46","952","399","24.09","30"
"103",="1229","聯華","54.4","2013","805","10.8","8.7","9.34","19.5","29.3","211","18.2","0.15","0.82","259","33.7","13","2.25","49.9","209","24.41","51"
"104",="3293","鈊象","560","2013","789","5.39","2.14","1.84","11.3","14","0.73","14.2","0.36","0.36","30","3.49","","0.65","4.15","25.9","37.07","64"
"105","00761B","國泰A級公司債","36.74","","784","","","","","","","","","","","","","","","","",""
"106",="2201","裕隆","75.7","2013","757","128","553","109","739","891","455","352","34.1","17.9","1,760","899","12.8","31.8","986","774","43.38","34"
"107",="2371","大同","32.35","2013","757","232","204","221","516","786","205","946","22.1","51.4","2,037","1,049","208","75.5","1,414","622","14.68","30"
"108",="2376","技嘉","118.5","2013","753","81.5","59.2","83.7","157","272","11.3","42.1","0.45","21.4","350","127","","4.51","131","218","34.85","49"
"109",="1504","東元","35.2","2013","753","149","119","112","283","408","181","151","3.2","11.4","769","200","59.7","21.3","302","467","21.65","51"
"110","00773B","中信優先金融債","35.2","","742","","","","","","","","","","","","","","","","",""
"111",="2354","鴻準","52.2","2013","738","399","218","21.3","617","714","43.5","168","","11.9","952","252","","3.78","260","693","52.93","55"
"112",="3105","穩懋","168","2013","712","19.7","6.5","11.3","43.6","56.9","21.6","126","0.64","4.28","211","23.3","37.2","1.5","62.2","149","20.14","68"
"113",="8299","群聯","358","2013","712","77.6","40.5","40.2","136","177","3.34","15.9","1.11","0.01","199","58.2","","0.36","58.6","140","77.7","60"
"114",="3023","信邦","301.5","2013","709","18.8","31.3","16.3","50.1","67.7","8.83","15.5","0.05","1.45","93.9","41.3","3.46","0.94","47.3","46.5","22.02","47"
"115",="6789","采鈺","223.5","","705","","","","","","","","","","","","","","","","",""
"116","00751B","元大AAA至A公司債","34.41","","699","","","","","","","","","","","","","","","","",""
"117",="2360","致茂","164","2013","698","16.2","29.7","15.3","53.3","70.1","11.6","27","2.01","15.9","128","30.5","8.19","0.88","40.5","87.2","22.88","53"
"118",="2542","興富發","40.4","2013","693","59.3","7.33","803","73.5","1,001","5.03","9.09","0.29","0.99","1,017","755","15.5","0.22","772","245","36.65","55"
"119",="6550","北極星藥業-KY","93","2013","689","15.1","0.02","","15.1","18.2","","1.65","0.75","0.85","21.4","1.19","","10.3","11.5","9.92","","50"
"120",="2385","群光","90.7","2013","682","15.8","189","87","261","355","20.9","117","1.68","12","509","251","9.24","1.63","266","243","32.31","38"
"121",="2812","台中銀","13.55","2013","680","55.9","64.9","","","","406","34.2","0.97","10.1","4,962","","","4.01","4,652","310","12.25","67"
"122",="6781","AES-KY","792","","677","","","","","","","","","","","","","","","","",""
"123",="6239","力成","88.9","2013","675","206","78.8","24.6","288","315","28.6","359","14","2.71","719","138","178","32.5","349","371","38.7","38"
"124","00746B","富邦A級公司債","36.21","","674","","","","","","","","","","","","","","","","",""
"125",="9921","巨大","169.5","2013","665","54.5","102","115","186","305","4.09","75.3","1.82","12.8","405","206","1.19","12.5","229","176","46.36","47"
"126","00725B","國泰投資級公司債","35.87","","658","","","","","","","","","","","","","","","","",""
"127",="1795","美時","247.5","2013","650","13.3","8.08","3.55","21.4","26","0.84","6.32","5.73","2.8","42.6","18.3","4.78","3.31","28","14.6","20.05","40"
"128",="3532","台勝科","165","2013","640","0.72","16","20.4","16.7","38.5","0","173","0.67","3.16","219","21.5","6.91","2.78","31.2","188","24.21","49"
"129","00679B","元大美債20年","32.18","","639","","","","","","","","","","","","","","","","",""
"130",="2915","潤泰全","57.9","2013","639","17.9","4.12","15.5","50.8","68.1","1,056","35.4","8.21","2.33","1,171","60.5","70.8","8.65","145","1,027","64.28","79"
"131",="2337","旺宏","33.9","2013","629","120","34.3","88","154","247","10.7","267","3.16","2.8","540","135","109","8.29","253","287","8.15","36"
"132",="4919","新唐","148","2013","621","17.2","9.16","8.63","26.4","35.6","4.83","4.53","1.85","0.66","49","15.8","","4.64","20.9","28.1","13.52","55"
"133",="6592","和潤企業","118","","608","","","","","","","","","","","","","","","","",""
"134",="2449","京元電子","49.3","2013","603","87.1","52.8","2.49","141","146","17.4","198","0.96","2.26","373","47.1","107","2.64","156","217","18.19","57"
"135",="5904","寶雅","585","2013","598","7","3.03","14.2","10","24.6","","13","","2.29","40","17.2","2.49","0.11","19.8","20.2","21.76","55"
"136",="2352","佳世達","30.35","2013","597","115","169","147","287","472","175","202","1.75","39.8","906","487","163","13.6","672","234","10.45","40"
"137",="1802","台玻","20.45","2013","595","49.4","75.9","107","125","272","50.5","627","0.81","51.1","1,009","327","149","15.6","502","507","19.58","30"
"138",="3036","文曄","66.4","2013","587","17.8","159","125","189","317","2.28","6.36","16.6","1.31","346","201","21","0.33","223","123","36.34","30"
"139",="2227","裕日車","192.5","2013","578","85.7","6.81","0.02","96.8","181","150","17.5","0.08","2.49","353","51.7","10","5.55","103","250","83.47","68"
"140",="3044","健鼎","108.5","2013","570","134","120","41.1","254","311","0.17","148","2.89","12.5","492","221","","2.24","230","262","49.33","47"
"141",="2383","台光電","170.5","2013","568","18.4","55.8","16.1","74.2","91.1","0.17","50.9","0.03","3.44","146","66.2","8.24","0.68","76.6","69.1","22.05","43"
"142",="2838","聯邦銀","15.4","2013","553","82.3","139","","","","999","76.4","20.5","64.2","4,402","","","22.6","4,115","287","12.82","62"
"143",="1722","台肥","55.9","2013","548","11.9","26.7","33.4","42.7","83","176","384","4.97","14.6","665","34.7","0","33.6","158","508","51.81","51"
"144",="6121","新普","295","2013","546","78.7","161","64","266","332","0.95","65.2","0.27","3.24","405","210","","0.33","216","189","61.1","45"
"145",="3653","健策","404","2013","543","8.08","10","7.97","21.7","30","0.14","19.5","0.08","1.9","51.9","7.27","","0.51","7.96","44","41.55","57"
"146",="1477","聚陽","221","2013","535","10.2","2.93","28.7","14.7","55.5","1.34","41.2","0.36","2.12","101","30.1","16.4","1.13","47.7","53.3","31.34","53"
"147",="3189","景碩","116","2013","525","97.9","41.4","20.1","196","218","0","148","0.14","15.3","381","90","13.9","1.64","106","275","56.23","64"
"148","00720B","元大投資級公司債","34.26","","518","","","","","","","","","","","","","","","","",""
"149",="6147","頎邦","70","2013","517","70","42.5","12.7","113","165","0.28","139","72.2","3.38","382","82.8","68.3","0.9","156","226","33.91","60"
"150",="2313","華通","43.3","2013","516","66.5","96","41.1","162","208","0.22","174","0.8","3.06","394","108","95.7","13","224","170","14.28","43"
"151",="2498","宏達電","62.2","2013","513","533","255","236","790","1,115","48.3","256","86.6","134","1,726","945","","2.56","949","777","94.37","34"
"152",="2637","慧洋-KY","67.7","2013","505","24.4","3.3","1.36","31.1","42.2","6.71","571","","33.9","654","64.1","349","30.8","444","210","46.19","45"
"153",="5903","全家","224.5","2013","501","47.6","13.9","27.7","61.5","93","10.8","83","5.72","10.7","205","138","0","21.6","159","46","19.53","55"
"154","2882A","國泰特","59.3","","494","","","","","","","","","","","","","","","","",""
"155",="00881","國泰台灣5G+","14.97","","494","","","","","","","","","","","","","","","","",""
"156",="6531","愛普*","303.5","2013","491","","","","","","","","","","","","","","","","",""
"157",="6176","瑞儀","105","2013","488","255","150","34.9","406","447","0.37","70.9","1.11","4.98","525","285","14.2","1.45","302","223","48.01","51"
"158",="3035","智原","194.5","2013","483","46.2","7.96","4.65","55.4","61","13.6","6.9","4.32","0.26","86.4","15.6","","1.31","16.9","69.5","16.98","70"
"159","00632R","元大台灣50反1","5.37","","482","","","","","","","","","","","","","","","","",""
"160",="2606","裕民","56.2","2013","475","130","7.62","3.81","263","268","14.9","168","","62.6","514","101","144","8.92","259","255","29.72","51"
"161",="9914","美利達","157.5","2013","471","33.2","18.9","30.9","58.2","90.4","66.5","24.4","0.17","4.95","188","61","1.93","4.66","82.2","106","35.51","60"
"162",="006208","富邦台50","68.55","2013","470","","","","","","","","","","","","","","","","",""
"163",="1434","福懋","27.5","2013","463","30.6","51.7","73.6","96.6","179","384","190","","6.92","766","97.3","101","25.4","224","542","30.47","40"
"164",="9917","中保科","102","2013","460","29","12","6.36","52.7","70.1","48.1","49.4","3.35","13.8","188","61","1","19.9","82.1","106","23.35","62"
"165",="2006","東和鋼鐵","63","2013","460","17.8","50.1","99.7","72.7","176","45.8","163","","12.8","399","98.4","58.7","7.85","167","233","23.18","38"
"166",="2845","遠東銀","11.25","2013","458","43.5","207","","","","803","28.1","18.3","2.06","4,922","","","4.18","4,632","290","12.26","62"
"167",="5522","遠雄","58.4","2013","456","4.09","9.22","579","13.3","709","121","16.6","0.18","2.32","850","412","67.8","1.66","484","366","42.61","53"
"168",="1513","中興電","94.9","2013","452","5.37","25.4","26.3","36.7","79.5","21.3","34.7","0.78","5.67","143","48.3","5","5.53","62.2","80.6","16.52","38"
"169",="2492","華新科","92.9","2013","451","25.8","41.7","28.4","87.9","129","37.5","65.3","0.06","6.04","243","80.2","9.5","4.98","95","148","19.35","32"
"170","00778B","凱基金融債20+","34.65","","447","","","","","","","","","","","","","","","","",""
"171",="6472","保瑞","582","2013","446","0.9","0.48","0.12","1.37","1.58","","4.05","0.03","0.01","5.7","0.33","2.2","0","2.53","3.17","","50"
"172",="1210","大成","49.85","2013","446","42.3","54.4","80.4","97.3","212","39.4","118","1.4","10.8","385","150","40.6","4.6","197","188","24","40"
"173",="2388","威盛","89.8","2013","446","18.8","15.4","9.13","38.2","49.4","15","29.2","4.51","2.86","102","49.1","16.5","2.51","68.1","34.1","6.36","38"
"174",="3406","玉晶光","393","2013","443","15","16.6","13.8","31.6","47.5","4.45","80","0.9","7.67","141","54.7","0.06","0.03","55.9","84.8","84.79","36"
"175",="2368","金像電","89.5","2013","440","30.8","58.5","24.2","89.3","119","0.02","96.2","0.14","4.29","223","118","37.9","4.47","161","62","11.14","28"
"176",="1907","永豐餘","26.3","2013","437","35.7","115","89.5","224","360","176","439","2.43","22","1,004","309","212","13","569","436","20.23","36"
"177",="2404","漢唐","228","2013","435","68.3","19.5","0.63","88.3","93.2","12.4","6.05","0.03","2.14","114","58.7","","0.03","61.4","53","22.33","53"
"178",="2015","豐興","73.6","2013","428","24.9","11.6","53.9","40","100","18","76.2","","0.35","196","29.9","","7.39","37.3","159","27.29","51"
"179",="2889","國票金","12.15","2013","419","17.2","187","","","","1,925","19.8","5.7","13.6","2,190","","","2.27","1,867","323","10.99","57"
"180",="1503","士電","80.2","2013","418","18.6","56.9","39.7","77.5","120","152","53.6","","4.34","333","83.2","8.5","14.9","124","208","39.18","40"
"181","2882B","國泰金乙特","59.6","","417","","","","","","","","","","","","","","","","",""
"182","00723B","群益15年IG科技債","33.4","","414","","","","","","","","","","","","","","","","",""
"183",="3665","貿聯-KY","268","2013","409","8.79","17.2","11.5","27.9","40.3","0.58","8.35","0.97","0.76","51.5","16.2","0.75","0.02","17","34.5","43.3","51"
"184",="3017","奇鋐","115.5","2013","408","60.6","61.6","35.2","124","165","9.39","37.7","0.31","4.51","219","122","18.2","0.82","145","74.2","20.73","43"
"185","2881B","富邦金乙特","60.7","","405","","","","","","","","","","","","","","","","",""
"186",="2923","鼎固-KY","22.8","2013","397","66.8","3","329","69.8","419","629","10.3","0.82","7.66","1,072","89.1","317","4.85","552","520","18.11","51"
"187","00777B","凱基AAA至A公司債","34.77","","395","","","","","","","","","","","","","","","","",""
"188",="2014","中鴻","27.15","2013","390","1.03","8.73","71.3","21.4","107","66.9","174","","14.1","362","153","117","1.99","273","89.4","6.22","34"
"189",="8415","大國鋼","37.2","2013","384","4.43","10.3","86.1","14.7","106","0.37","7.85","5.26","2.61","126","19.9","36.4","0.48","57.3","68.4","11.4","36"
"190",="6116","彩晶","13","2013","382","66.4","45.5","17.3","120","174","39.9","209","6.49","21.1","451","78.9","22.7","2.72","104","346","11.82","62"
"191",="2634","漢翔","40.25","2013","379","31.5","46","62.7","77.5","148","3.5","51.1","8.3","1.83","216","66.6","8.2","48.7","132","84","9.36","40"
"192","00726B","國泰5Y+新興債","33.31","","376","","","","","","","","","","","","","","","","",""
"193",="6548","長科*","38.7","","374","","","","","","","","","","","","","","","","",""
"194",="1314","中石化","9.88","2013","374","81.9","24.1","27.1","117","149","372","188","0.22","0.39","710","67.9","10","2.78","179","531","13.65","45"
"195",="2809","京城銀","33.55","2013","373","163","12.5","","","","478","26.8","","4.67","2,140","","","1.67","1,897","243","20.24","76"
"196","2881A","富邦特","62.1","","373","","","","","","","","","","","","","","","","",""
"197",="1717","長興","31.6","2013","372","48.4","122","65.5","171","273","22.5","133","0.51","9.13","441","125","72.3","15.5","240","201","19.97","43"
"198",="1227","佳格","40.6","2013","372","13.6","39.6","34.9","67.8","116","4.08","30.9","0.05","4.97","159","47.7","","2.03","50.6","108","16.31","49"
"199","00722B","群益15年IG電信債","37.53","","371","","","","","","","","","","","","","","","","",""
"200",="3714","富采","48.25","","364","","","","","","","","","","","","","","","","",""
