"排名","代號","名稱","成交","財報年度","市值(億)","現金(億)","應收帳款(億)","存貨(億)","速動資產(億)","流動資產(億)","投資(億)","固定資產(億)","無形資產(億)","其他資產(億)","資產總額(億)","流動負債(億)","長期負債(億)","其他負債(億)","負債總額(億)","股東權益(億)","每股淨值(元)","財報評分"
"57",="2301","光寶科","70.5","2016","1,666","652","624","268","1,285","1,579","55.8","278","152","12.7","2,109","1,163","120","2.84","1,316","793","32.67","43"
"58",="1402","遠東新","31","2016","1,659","357","338","221","758","1,075","1,836","1483","570","147","5,135","1,072","1,315","46.8","2,613","2,522","35.67","43"
"59",="6669","緯穎","948","2016","1,657","12.8","37.2","53.6","57.2","114","","0.56","0.07","0.04","114","95.7","","0.54","96.4","18.1","","27"
"60",="2633","台灣高鐵","29.4","2016","1,655","2.37","5.5","20.1","11","287","","0.65","4,261","20.7","4,612","198","3,163","638","4,001","611","10.85","48"
"61",="2345","智邦","294.5","2016","1,649","65.2","43.4","35.9","124","162","2.37","9.2","0.38","1.04","175","86.4","","0.27","86.7","88.4","16.22","53"
"62",="9910","豐泰","180","2016","1,587","25","51.1","56.8","76.1","146","8.67","140","4.12","4.85","309","90.2","14.2","31.3","154","155","20.73","60"
"63",="5347","世界","95.9","2016","1,572","176","41.2","22","232","257","26.9","62.8","0.3","3.08","350","54.8","","7.21","62.8","287","17.51","79"
"64",="3443","創意","1130","2016","1,514","39.5","7.85","7.28","47.4","58","0","3.85","2.66","0.34","65.1","27.3","","1.09","28.4","36.7","27.4","53"
"65",="1102","亞泥","42.65","2016","1,512","74.5","173","69.2","339","421","1,160","588","48.7","158","2,385","409","469","15.5","978","1,407","36.49","40"
"66",="3529","力旺","1980","2016","1,508","15","0.67","","15.7","15.8","0.52","5.03","0.55","0","22","2.55","","0.2","2.75","19.2","25.39","95"
"67",="6409","旭隼","1615","2016","1,417","30.4","16.4","7.26","46.8","57.5","","10.6","0.08","2.18","70.8","27.7","","0","27.9","42.9","54.48","68"
"68",="3481","群創","14.55","2016","1,390","354","665","234","1,019","1,270","81.8","2014","184","17.9","3,715","1,162","281","5.06","1,455","2,260","22.71","43"
"69",="2409","友達","18","2016","1,386","802","483","277","1,285","1,633","86.7","2227","136","70.4","4,298","1,173","1,062","19.4","2,301","1,996","18.83","45"
"70",="2618","長榮航","26.1","2016","1,380","449","113","88.2","583","694","36.4","1255","21.7","124","2,177","623","704","255","1,583","593","13.16","45"
"71",="6770","力積電","34.6","","1,366","","","","","","","","","","","","","","","","",""
"72",="6446","藥華藥","451","2016","1,365","40.4","0.01","0.28","40.5","40.9","0","2.88","0.18","1.06","45","1.28","0.96","0.05","2.28","42.7","19.55","55"
"73",="2474","可成","187.5","2016","1,340","297","337","34.6","1,231","1,279","7.85","511","1.09","24.8","1,863","573","1.45","59","635","1,228","159.18","77"
"74",="2888","新光金","8.02","2016","1,242","486","839","","","","21,765","288","28.6","296","31,577","","","133","30,221","1,356","12.11","43"
"75",="1476","儒鴻","448.5","2016","1,231","61.9","31.1","33.4","93","130","0.31","64.2","0.38","4.37","199","46.1","0.31","1.36","48.1","151","56.12","66"
"76",="2377","微星","145","2016","1,225","123","144","165","269","446","3.45","50.9","","1.31","505","232","0.19","3.46","236","269","31.83","47"
"77",="9945","潤泰新","36.25","2016","1,146","33.3","19.3","227","52.6","291","413","40.7","2.39","25.9","776","240","148","20.9","412","363","23.3","53"
"78",="2610","華航","19","2016","1,139","243","93.1","84.3","341","473","50.9","1401","11.4","245","2,245","686","765","138","1,666","579","10.2","40"
"79",="2105","正新","33.95","2016","1,100","289","119","139","409","582","5.27","1032","","55","1,682","398","346","35.6","799","883","26.99","62"
"80",="2324","仁寶","24.2","2016","1,067","730","1,765","481","2,499","3,005","221","210","12.9","9.86","3,470","2,092","240","7.98","2,347","1,123","24.19","38"
"81",="4958","臻鼎-KY","109","2016","1,032","214","208","71.9","423","604","2.44","323","0.96","15.5","949","466","96.5","0.36","567","382","47.51","45"
"82",="5274","信驊","2720","2016","1,029","10.2","3.33","0.81","14.8","15.7","","0.28","10.2","0.04","26.2","6.34","","0","7.2","19","56.18","89"
"83",="2834","臺企銀","12.8","2016","1,028","496","240","","","","2,700","141","1.83","38.2","14,987","","","14.8","14,279","709","11.87","67"
"84",="2347","聯強","61.5","2016","1,026","74.7","562","336","658","1,022","142","68.4","7.03","25.6","1,278","833","","4.81","839","439","25.52","32"
"85",="3231","緯創","34.95","2016","1,014","576","897","652","1,483","2,257","103","364","12.5","41.4","2,828","1,975","116","20.2","2,148","680","26.62","34"
"86",="2356","英業達","28.15","2016","1,010","260","723","319","1,011","1,368","15.6","387","8.9","44.6","1,824","1,151","40.6","27.2","1,219","605","15.27","34"
"87",="4743","合一","254","2016","994","1.94","0.02","0.41","8.15","15.7","6.65","1.75","0.23","1.24","25.6","0.31","","0","0.31","25.2","12.93","49"
"88",="2344","華邦電","23.9","2016","951","76.8","63.2","75.4","185","273","34.7","344","2.85","2.44","680","146","66.4","15.2","228","452","12.29","51"
"89",="8464","億豐","317","2016","929","42.7","23.5","28.9","66.2","101","0.32","47.6","0.23","13","166","35.6","0","0.64","49","117","39.43","77"
"90",="2027","大成鋼","45.45","2016","922","33.5","44.2","248","81","363","2.95","65.7","5.8","6.87","456","120","182","1.4","304","152","13.99","36"
"91",="9904","寶成","30.9","2016","911","356","425","456","949","1,513","485","715","120","98.2","2,939","747","504","40.1","1,309","1,630","25.69","49"
"92",="4966","譜瑞-KY","1120","2016","909","40.3","15.3","8.49","55.6","66.6","","1.42","29.8","0.27","98.6","23.6","","","23.6","75","97.04","68"
"93",="5483","中美晶","154","2016","903","92.7","85.6","97.1","178","301","30.3","414","44.4","40.1","830","319","164","68.9","558","272","36.38","34"
"94",="2049","上銀","252.5","2016","893","21","46","44.6","67.1","117","4.96","178","1.92","25.7","330","107","70.5","2.84","182","148","51.34","40"
"95",="5269","祥碩","1265","2016","877","6.91","3.5","4.21","13.1","17.4","","1.55","0.52","0.09","20","4.46","","0","4.47","15.6","27.27","66"
"96",="3661","世芯-KY","1205","2016","858","9.74","10.1","1.64","19.8","22.7","6.49","2.17","1.17","0.19","32.9","7.31","","0","7.31","25.6","42.13","38"
"97",="3533","嘉澤","808","2016","858","14.7","39","15.6","53.7","70.8","2.69","25.3","0.14","5.03","105","24.6","","0.02","25","79.8","84.48","51"
"98",="9941","裕融","172.5","2016","858","24","877","2.52","907","938","2.58","155","2.34","11.2","1,114","980","7.49","0.91","995","119","35.3","45"
"99","00724B","群益10年IG金融債","33.23","","831","","","","","","","","","","","","","","","","",""
"100","00772B","中信高評級公司債","35.16","","826","","","","","","","","","","","","","","","","",""
"101",="2353","宏碁","27","2016","823","443","451","391","911","1,339","61.2","43.2","186","21.1","1,657","1,054","0","18.2","1,080","577","19.01","30"
"102",="3702","大聯大","48.1","2016","808","84.6","1,040","499","1,125","1,653","31.9","42.8","56","3.28","1,790","1,223","52","7.81","1,287","503","28.89","30"
"103",="1229","聯華","54.4","2016","805","7.75","8.85","7.81","16.6","24.8","221","15.1","0.15","1.06","262","33.5","5","1.86","41.3","221","24.19","62"
"104",="3293","鈊象","560","2016","789","12.6","4.72","1.42","26.2","28.3","1.44","12.7","0.17","0.48","43.5","8.91","","0.94","9.85","33.7","48.22","83"
"105","00761B","國泰A級公司債","36.74","","784","","","","","","","","","","","","","","","","",""
"106",="2201","裕隆","75.7","2016","757","171","941","75.7","1,188","1,316","419","337","61.3","69","2,213","1,324","9.28","44.9","1,422","791","44.66","34"
"107",="2371","大同","32.35","2016","757","427","125","169","970","1,302","241","715","10.9","88.7","2,384","1,031","382","43.7","1,525","859","13.28","38"
"108",="2376","技嘉","118.5","2016","753","129","60.2","95.5","202","310","6.16","39.1","0.54","3.47","362","127","0.06","5.88","133","230","36.26","51"
"109",="1504","東元","35.2","2016","753","140","139","112","323","453","187","185","53.7","33.6","924","190","124","25.3","366","557","25.11","49"
"110","00773B","中信優先金融債","35.2","","742","","","","","","","","","","","","","","","","",""
"111",="2354","鴻準","52.2","2016","738","490","260","34.3","770","996","374","91.5","","12.8","1,483","408","","1.31","415","1,067","75.41","60"
"112",="3105","穩懋","168","2016","712","23.9","10.7","27.3","46.5","78.2","35","133","2.3","13.9","264","41.9","36.7","1.91","80.9","183","43.66","62"
"113",="8299","群聯","358","2016","712","150","51.9","52.2","214","268","23.4","24.3","2.22","0.11","320","89","","0.73","89.8","230","116.67","68"
"114",="3023","信邦","301.5","2016","709","31.3","34.5","21","65.9","88.1","7.17","13.4","0.1","1.61","111","50.5","0.17","1","53","57.8","25.52","55"
"115",="6789","采鈺","223.5","","705","","","","","","","","","","","","","","","","",""
"116","00751B","元大AAA至A公司債","34.41","","699","","","","","","","","","","","","","","","","",""
"117",="2360","致茂","164","2016","698","31.5","32.7","19.1","91","112","11.5","27.1","2.28","31","186","47.2","27.7","1.69","78.4","108","27.36","57"
"118",="2542","興富發","40.4","2016","693","106","13.7","872","123","1,069","3.45","24.2","0.26","14.7","1,112","587","137","0.49","724","387","30.33","55"
"119",="6550","北極星藥業-KY","93","2016","689","1.32","0","","1.32","3.74","","15.3","0.23","0.39","19.7","10.1","7.07","0.4","17.6","2.15","1.04","38"
"120",="2385","群光","90.7","2016","682","30.8","205","103","281","398","96.1","135","2.55","9.67","643","331","23.5","2.34","358","285","35.93","36"
"121",="2812","台中銀","13.55","2016","680","141","98","","","","791","94.4","1.67","20.8","6,271","","","6.16","5,857","414","12.78","67"
"122",="6781","AES-KY","792","","677","","","","","","","","","","","","","","","","",""
"123",="6239","力成","88.9","2016","675","158","115","33.6","277","317","29","442","11.3","2.67","802","167","182","9.56","359","443","45.97","57"
"124","00746B","富邦A級公司債","36.21","","674","","","","","","","","","","","","","","","","",""
"125",="9921","巨大","169.5","2016","665","67.7","119","146","194","352","4.24","78.4","1.9","17.9","464","235","2.31","9.82","259","205","53.24","43"
"126","00725B","國泰投資級公司債","35.87","","658","","","","","","","","","","","","","","","","",""
"127",="1795","美時","247.5","2016","650","20.2","13.8","9.71","33.9","44.7","0.2","19.5","78.9","4.82","152","32.4","27.1","4.9","68.8","83.6","31.21","47"
"128",="3532","台勝科","165","2016","640","44","16.1","20.7","60.1","81.7","0","132","0","1.18","217","13.7","","3.5","17.2","200","25.78","62"
"129","00679B","元大美債20年","32.18","2016","639","","","","","","","","","","","","","","","","",""
"130",="2915","潤泰全","57.9","2016","639","25.6","3.26","34.4","29.3","64.4","477","17.1","4.55","1.63","571","47.1","190","8.76","250","322","21.66","68"
"131",="2337","旺宏","33.9","2016","629","63.7","37.8","70.9","102","175","13.8","155","0.3","1.72","355","101","56.4","15.4","172","183","5.07","38"
"132",="4919","新唐","148","2016","621","19","10.8","11.8","29.8","43.8","5.14","5.26","2.58","1.12","59","19.5","","4.68","25.2","33.8","16.28","60"
"133",="6592","和潤企業","118","2016","608","4.72","863","0.19","868","927","0.03","26.9","","1.1","957","813","16.7","34.4","865","92.6","24.48","45"
"134",="2449","京元電子","49.3","2016","603","56.2","49.3","6.74","107","118","26.5","287","0.32","2.22","437","55.9","140","3.63","200","237","20.3","57"
"135",="5904","寶雅","585","2016","598","8.33","6.7","23.1","15","39.4","","21.3","","3.65","64.6","27.5","5.56","0.14","33.2","31.4","32.59","55"
"136",="2352","佳世達","30.35","2016","597","68.3","255","171","330","523","193","189","2.03","29.3","953","506","89.8","19.8","624","329","15","38"
"137",="1802","台玻","20.45","2016","595","48.3","90.2","74","141","237","27","555","1.23","31.5","857","251","107","19.4","384","473","15.16","36"
"138",="3036","文曄","66.4","2016","587","20.8","320","221","348","572","8.29","4.74","15.5","9.81","614","428","14","0.32","445","169","35.85","26"
"139",="2227","裕日車","192.5","2016","578","99.1","6.41","0.03","128","128","147","17","0.17","3.88","297","63.1","","4.94","81.9","216","71.85","62"
"140",="3044","健鼎","108.5","2016","570","302","129","44.7","438","492","0","110","0.31","8.38","633","318","","1.15","337","296","56.25","49"
"141",="2383","台光電","170.5","2016","568","42.3","77.2","20.7","120","141","0.18","46.2","0.05","4.01","192","72.5","8.71","0.46","87.2","105","32.93","57"
"142",="2838","聯邦銀","15.4","2016","553","110","179","","","","1,474","81.6","21.7","76.2","5,327","","","28.9","4,965","362","13.8","57"
"143",="1722","台肥","55.9","2016","548","10.8","16.8","18","60.2","153","320","268","2.58","16.9","762","16.8","","170","260","502","51.64","34"
"144",="6121","新普","295","2016","546","86.5","130","64.9","296","363","1.44","52.7","0.39","22","442","222","","0.06","230","213","68.95","47"
"145",="3653","健策","404","2016","543","13.9","9.88","8.62","24.8","33.8","0","16.5","0.06","0.89","51.5","7.5","","0.48","8.2","43.3","40.76","55"
"146",="1477","聚陽","221","2016","535","17.5","5.22","28.7","23.2","74.6","2.05","49.7","0.38","3.29","131","41.7","","2.29","44.1","87.3","41.56","53"
"147",="3189","景碩","116","2016","525","112","42","22.6","191","216","4.83","166","0.19","25.5","413","86.4","15.1","0.9","102","310","64.81","53"
"148","00720B","元大投資級公司債","34.26","","518","","","","","","","","","","","","","","","","",""
"149",="6147","頎邦","70","2016","517","61.1","45.8","9.63","107","122","0.02","143","72.6","3.64","344","54.1","37.2","1.13","98.7","245","36.45","60"
"150",="2313","華通","43.3","2016","516","57.2","127","63.4","184","256","","235","0.96","3.17","502","151","127","8.64","300","202","16.99","34"
"151",="2498","宏達電","62.2","2016","513","301","161","142","466","686","54.5","120","38.8","42.8","1,031","513","","0.22","514","518","62.98","36"
"152",="2637","慧洋-KY","67.7","2016","505","10.5","1.46","1.14","13.7","28.1","1.56","795","","32.2","857","113","401","53.4","568","289","51.8","45"
"153",="5903","全家","224.5","2016","501","64.3","17.1","34.5","81.6","121","23.1","102","6.6","10.7","265","188","0","24.3","212","52.7","22.29","57"
"154","2882A","國泰特","59.3","2016","494","","","","","","","","","","","","","","","","",""
"155",="00881","國泰台灣5G+","14.97","","494","","","","","","","","","","","","","","","","",""
"156",="6531","愛普*","303.5","2016","491","13.8","11.3","6.53","26.1","33.2","0.81","0.81","1.9","1.81","38.5","9.32","0.13","","9.49","29.1","36.15","60"
"157",="6176","瑞儀","105","2016","488","192","155","23.7","361","412","3.66","69.7","0.26","4.2","495","260","0","1.89","265","230","49.4","47"
"158",="3035","智原","194.5","2016","483","18.3","10.8","6.3","30.4","38","13.4","5.51","5.36","0.23","62.9","12.6","","1.55","14.2","48.6","19.81","53"
"159","00632R","元大台灣50反1","5.37","","482","","","","","","","","","","","","","","","","",""
"160",="2606","裕民","56.2","2016","475","135","5.57","2.62","226","230","33.4","283","0","33.8","581","118","208","4.9","336","246","29.05","32"
"161",="9914","美利達","157.5","2016","471","39.1","17.5","32.2","57.1","90.3","93.9","25.8","0.44","4.48","216","61","3.47","1.11","85.2","131","42.1","51"
"162",="006208","富邦台50","68.55","2016","470","","","","","","","","","","","","","","","","",""
"163",="1434","福懋","27.5","2016","463","56.5","54.1","78.6","140","232","512","166","","6.64","920","92.9","114","8.61","218","703","39.68","45"
"164",="9917","中保科","102","2016","460","48.4","13.6","3","64.2","72.9","33.9","72","4.81","15","202","72.5","8.88","21.7","103","99.3","21.63","47"
"165",="2006","東和鋼鐵","63","2016","460","20.9","36.1","63.3","58.9","125","41.9","179","2.13","15.8","366","86.1","35","7.67","130","236","23.5","45"
"166",="2845","遠東銀","11.25","2016","458","73.6","228","","","","1,370","28.9","17.5","2.22","5,614","","","5.06","5,205","410","13.16","62"
"167",="5522","遠雄","58.4","2016","456","32","17.4","639","60.6","818","67.3","0.27","","1.27","888","428","17.6","4.72","452","436","52.14","40"
"168",="1513","中興電","94.9","2016","452","14","31.5","33.1","49.1","92.9","18.5","32","0.83","5.65","150","61","8.98","1.51","74.9","75.6","17.8","36"
"169",="2492","華新科","92.9","2016","451","25.6","61.7","34.1","127","164","59.5","58.2","0.1","2.57","288","88.7","34.1","2.7","126","162","27.94","49"
"170","00778B","凱基金融債20+","34.65","","447","","","","","","","","","","","","","","","","",""
"171",="6472","保瑞","582","2016","446","0.59","1.09","0.5","2.28","3.16","","4.16","0.02","0.09","7.45","0.72","1.99","","2.71","4.74","20.37","48"
"172",="1210","大成","49.85","2016","446","29.2","60","69.5","89.8","196","39.1","119","1.44","19.8","379","159","14.4","2.78","177","202","21.61","43"
"173",="2388","威盛","89.8","2016","446","22.6","4.49","4.21","31.6","38.4","34.1","22.6","1.25","1.71","98.1","29.9","15.9","11.7","59.5","38.6","7.42","43"
"174",="3406","玉晶光","393","2016","443","7.69","18","7.34","25.7","34.7","4.55","62.8","0.58","5.61","112","42.9","2.72","2.02","48.1","63.5","62.98","36"
"175",="2368","金像電","89.5","2016","440","40.9","65.7","25.5","107","135","5.44","68.3","0.17","2.92","217","104","37.2","4.26","146","70.9","13.21","38"
"176",="1907","永豐餘","26.3","2016","437","37.1","131","82.9","237","377","204","468","4.98","47.8","1,107","287","352","17.7","691","416","19.38","36"
"177",="2404","漢唐","228","2016","435","65.7","58.3","0.31","126","141","18.1","7.57","0.02","2.46","170","100","","0.06","104","66.4","27.79","53"
"178",="2015","豐興","73.6","2016","428","40.7","10.2","30.2","51.4","96.3","19.1","74.1","","4.92","196","28.7","","1.86","30.5","166","28.51","60"
"179",="2889","國票金","12.15","2016","419","19.9","151","","","","2,349","19","3.64","12.1","2,562","","","4.31","2,211","350","11.43","57"
"180",="1503","士電","80.2","2016","418","20.3","72.8","42.7","93.7","141","153","60.5","","4.88","363","109","8.5","7.74","144","219","41.03","38"
"181","2882B","國泰金乙特","59.6","","417","","","","","","","","","","","","","","","","",""
"182","00723B","群益15年IG科技債","33.4","","414","","","","","","","","","","","","","","","","",""
"183",="3665","貿聯-KY","268","2016","409","24.2","21.8","16.7","57.9","76.3","2.86","15.5","1.18","2.27","99.5","23","22.3","0.09","46.1","53.3","51.78","55"
"184",="3017","奇鋐","115.5","2016","408","73","69","45.7","145","199","4.56","57.5","0.48","11.2","276","145","29.3","9","190","86.1","23.77","43"
"185","2881B","富邦金乙特","60.7","","405","","","","","","","","","","","","","","","","",""
"186",="2923","鼎固-KY","22.8","2016","397","46.2","3.07","365","49.9","438","677","7.61","0.02","8.58","1,138","70.3","333","4.32","600","538","29.33","49"
"187","00777B","凱基AAA至A公司債","34.77","","395","","","","","","","","","","","","","","","","",""
"188",="2014","中鴻","27.15","2016","390","0.15","11.1","45.9","21.8","76","83.5","151","","0.14","310","139","71.9","3.54","216","94.1","6.55","40"
"189",="8415","大國鋼","37.2","2016","384","6.27","9.58","81.5","15.8","103","0","18.6","5.17","2.26","135","26.7","38.6","0.18","66.2","68.4","11.72","40"
"190",="6116","彩晶","13","2016","382","62.1","37.4","11.1","99.6","179","87.3","171","5.35","2.47","445","74.3","","0.1","74.6","371","11.47","62"
"191",="2634","漢翔","40.25","2016","379","25.6","76.6","76","102","205","8.59","82.4","7.35","4.26","310","165","7.48","2.12","187","124","13.61","38"
"192","00726B","國泰5Y+新興債","33.31","","376","","","","","","","","","","","","","","","","",""
"193",="6548","長科*","38.7","2016","374","6.18","7.9","0.81","14.3","16.3","2.92","3.24","0.03","0.76","23.3","2.95","0","0.02","2.99","20.3","39.25","57"
"194",="1314","中石化","9.88","2016","374","96.8","21.3","15.8","132","161","441","157","0.31","6.03","765","105","36.9","0.73","254","511","21.9","30"
"195",="2809","京城銀","33.55","2016","373","49.9","14.7","","","","757","24.6","","6.58","2,441","","","2.93","2,113","328","28.62","71"
"196","2881A","富邦特","62.1","2016","373","","","","","","","","","","","","","","","","",""
"197",="1717","長興","31.6","2016","372","82.3","129","66.2","211","304","24.3","173","0.38","13.1","518","134","130","11.9","306","212","18.74","49"
